HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.uid,Input.creative,Input.length,Input.music0,Input.music1,Input.music2,Input.music3,Input.fear,Input.enthusiasm,Input.anger,Input.pride,Input.humor,Input.sadness,Input.yturl,Input.backupurl,Input.vidloc,Answer.Q2,Approve,Reject
3DTJ4WT8BEGY5IP4RTIEL8IOSGPEZT,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,33JKGHPFYDV5M11SV504RDBCQJ4NMD,AEA29X7DRJX31,Approved,Thu Aug 30 04:51:25 PDT 2018,Thu Aug 30 04:51:51 PDT 2018,Sun Sep 02 04:51:51 PDT 2018,2018-09-02 11:52:22 UTC,,,26,100% (34/34),100% (24/24),100% (24/24),nbCY2oQiuLw,HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,15,0,0,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/nbCY2oQiuLw,http://drive.google.com/uc?export=view&id=1K0adWbwKw-3ZN4aCMkLHnVNTtdfDq_z4,ITH/ITH_Video/hou2012/NY26_Madigan/nbCY2oQiuLw.mp4,music_o|emo_f,,
3DTJ4WT8BEGY5IP4RTIEL8IOSGPEZT,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,3I7DHKZYGO1VQ2355I0526RH2X0F5G,A1A1A9UHNQCI9Y,Approved,Thu Aug 30 07:14:40 PDT 2018,Thu Aug 30 07:19:09 PDT 2018,Sun Sep 02 07:19:09 PDT 2018,2018-09-02 14:19:23 UTC,,,269,100% (7/7),100% (7/7),100% (7/7),nbCY2oQiuLw,HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,15,0,0,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/nbCY2oQiuLw,http://drive.google.com/uc?export=view&id=1K0adWbwKw-3ZN4aCMkLHnVNTtdfDq_z4,ITH/ITH_Video/hou2012/NY26_Madigan/nbCY2oQiuLw.mp4,music_o|emo_f,,
3DTJ4WT8BEGY5IP4RTIEL8IOSGPEZT,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,3OB0CAO74IQD6M4VBAT2GO1NDGEHYR,A1I20G9FII2FN5,Approved,Wed Aug 29 18:28:18 PDT 2018,Wed Aug 29 18:28:50 PDT 2018,Sat Sep 01 18:28:50 PDT 2018,2018-09-02 01:29:17 UTC,,,32,100% (3/3),100% (3/3),100% (3/3),nbCY2oQiuLw,HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,15,0,0,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/nbCY2oQiuLw,http://drive.google.com/uc?export=view&id=1K0adWbwKw-3ZN4aCMkLHnVNTtdfDq_z4,ITH/ITH_Video/hou2012/NY26_Madigan/nbCY2oQiuLw.mp4,music_o|emo_f,,
3DTJ4WT8BEGY5IP4RTIEL8IOSGPEZT,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,3YDTZAI2WYHM445XKE2A8CH91RY148,AWTP9JNX0WK2F,Approved,Wed Aug 29 23:19:23 PDT 2018,Wed Aug 29 23:19:52 PDT 2018,Sat Sep 01 23:19:52 PDT 2018,2018-09-02 06:20:20 UTC,,,29,100% (30/30),100% (30/30),100% (30/30),nbCY2oQiuLw,HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,15,0,0,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/nbCY2oQiuLw,http://drive.google.com/uc?export=view&id=1K0adWbwKw-3ZN4aCMkLHnVNTtdfDq_z4,ITH/ITH_Video/hou2012/NY26_Madigan/nbCY2oQiuLw.mp4,music_o|emo_P,,
3DTJ4WT8BEGY5IP4RTIEL8IOSGPEZT,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,3Z4AIRP3C7ED26T74P4F5NE7ULP1X7,A21HDHQPENLF2X,Approved,Wed Aug 29 18:37:23 PDT 2018,Wed Aug 29 18:38:43 PDT 2018,Sat Sep 01 18:38:43 PDT 2018,2018-09-02 01:39:17 UTC,,,80,100% (29/29),100% (29/29),100% (29/29),nbCY2oQiuLw,HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,15,0,0,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/nbCY2oQiuLw,http://drive.google.com/uc?export=view&id=1K0adWbwKw-3ZN4aCMkLHnVNTtdfDq_z4,ITH/ITH_Video/hou2012/NY26_Madigan/nbCY2oQiuLw.mp4,music_o|emo_f,,
3P888QFVX4VB3H12YB2XZR0YRFAOQD,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,3L4PIM1GQUHQVGIY7F5WUS3T0PHRY3,A1909MOQZUXZZ5,Approved,Wed Aug 29 20:09:05 PDT 2018,Wed Aug 29 20:10:25 PDT 2018,Sat Sep 01 20:10:25 PDT 2018,2018-09-02 03:11:18 UTC,,,80,100% (2/2),100% (2/2),100% (2/2),OZAJTH3DbPE,GOV/VA MCAULIFFE SESSOMS 15,15,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/OZAJTH3DbPE,http://drive.google.com/uc?export=view&id=0B1HiG7Xkn_kvdzBSd1ZoQk9TTUk,ITH/ITH_Video/gov2014/VA_McAuliffe/OZAJTH3DbPE.mp4,music_s|emo_P,,
3P888QFVX4VB3H12YB2XZR0YRFAOQD,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,3OWEPKL08ADM1YU5RZYF8VEMVTE7NP,A1I20G9FII2FN5,Approved,Wed Aug 29 18:26:56 PDT 2018,Wed Aug 29 18:28:11 PDT 2018,Sat Sep 01 18:28:11 PDT 2018,2018-09-02 01:28:18 UTC,,,75,100% (3/3),100% (3/3),100% (3/3),OZAJTH3DbPE,GOV/VA MCAULIFFE SESSOMS 15,15,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/OZAJTH3DbPE,http://drive.google.com/uc?export=view&id=0B1HiG7Xkn_kvdzBSd1ZoQk9TTUk,ITH/ITH_Video/gov2014/VA_McAuliffe/OZAJTH3DbPE.mp4,music_u|emo_e|emo_P,,
3P888QFVX4VB3H12YB2XZR0YRFAOQD,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,3TDXMTX3CCVBJX59B9GVX9I9EJ0I6L,A21HDHQPENLF2X,Approved,Wed Aug 29 18:29:34 PDT 2018,Wed Aug 29 18:30:40 PDT 2018,Sat Sep 01 18:30:40 PDT 2018,2018-09-02 01:31:17 UTC,,,66,100% (29/29),100% (29/29),100% (29/29),OZAJTH3DbPE,GOV/VA MCAULIFFE SESSOMS 15,15,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/OZAJTH3DbPE,http://drive.google.com/uc?export=view&id=0B1HiG7Xkn_kvdzBSd1ZoQk9TTUk,ITH/ITH_Video/gov2014/VA_McAuliffe/OZAJTH3DbPE.mp4,music_u|emo_P,,
3P888QFVX4VB3H12YB2XZR0YRFAOQD,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,3X3OR7WPZ010DCW3PRA6936S1JZ8LS,AWTP9JNX0WK2F,Approved,Wed Aug 29 23:21:23 PDT 2018,Wed Aug 29 23:21:46 PDT 2018,Sat Sep 01 23:21:46 PDT 2018,2018-09-02 06:22:20 UTC,,,23,100% (30/30),100% (30/30),100% (30/30),OZAJTH3DbPE,GOV/VA MCAULIFFE SESSOMS 15,15,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/OZAJTH3DbPE,http://drive.google.com/uc?export=view&id=0B1HiG7Xkn_kvdzBSd1ZoQk9TTUk,ITH/ITH_Video/gov2014/VA_McAuliffe/OZAJTH3DbPE.mp4,music_u|emo_e,,
3P888QFVX4VB3H12YB2XZR0YRFAOQD,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,3YWRV122CT03W2JXY5270Q2BE988U0,A2653BIPJKEMRK,Approved,Wed Aug 29 17:20:23 PDT 2018,Wed Aug 29 17:20:50 PDT 2018,Sat Sep 01 17:20:50 PDT 2018,2018-09-02 00:21:17 UTC,,,27,100% (52/52),100% (30/30),100% (30/30),OZAJTH3DbPE,GOV/VA MCAULIFFE SESSOMS 15,15,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/OZAJTH3DbPE,http://drive.google.com/uc?export=view&id=0B1HiG7Xkn_kvdzBSd1ZoQk9TTUk,ITH/ITH_Video/gov2014/VA_McAuliffe/OZAJTH3DbPE.mp4,music_u|emo_P,,
3DZKABX2ZJ62Z00GU5NGAE5PJT6CVY,3XYCBL6ZTDWTYH0TX9YL7U4LWOH2ST,Ad Music and Emotion Classification - 15 sec. videos,Watch 15 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1 minute for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.15,Wed Aug 29 17:08:03 PDT 2018,5,BatchId:3356448;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:08:03 PDT 2018,,,351SEKWQS1IW0PAF6BM1V8ZICNGMDO,A21SF3IKIZB0VN,Approved,Sun Sep 02 09:30:05 PDT 2018,Sun Sep 02 09:31:04 PDT 2018,Wed Sep 05 09:31:04 PDT 2018,2018-09-05 16:31:07 UTC,,,59,100% (8/8),100% (5/5),100% (5/5),xilEuODUiWc,USSEN/NM WEH WHAT DOES THAT TELL YOU 15,15,0,0,0,1,0,0,1,0,0,0,https://www.youtube.com/embed/xilEuODUiWc,http://drive.google.com/uc?export=view&id=0B1HiG7Xkn_kvTnVFamdnaHRFSVU,ITH/ITH_Video/sen2014/NM_Weh/xilEuODUiWc.mp4,music_s|emo_a,,
